product_id,base_price,demand,inventory,competitor_price,day_of_week,hour_of_day,is_weekend,is_holiday,price_elasticity,price_change_pct,demand_ratio,inventory_ratio,price_gap,competitor_discount,demand_inventory_product,competitor_elasticity,demand_hour_interaction,demand_weekend,demand_holiday,product_category_apparel,product_category_books,product_category_electronics,product_category_food,product_category_home,season_monsoon,season_spring,season_summer,season_winter,customer_segment_budget,customer_segment_premium,customer_segment_regular
16429,44531.55,53.52,7290,44125.94,2,11,0,0,-1.9011,-23.0655,0.053520000000000005,0.729,0.009108373726043683,0.009192098797215437,39.01608,83887.824534,42.816,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0
31772,1471.62,3.34,4566,1731.84,5,13,1,0,-0.876,-9.3795,0.0033399999999999997,0.4566,-0.1768255392016961,-0.15025637472283815,1.5250439999999998,1517.0918399999998,2.672,3.34,0.0,0,0,0,1,0,0,1,0,0,0,0,1
15374,1862.84,14.61,9088,1592.53,3,12,0,0,-0.8354,-20.8142,0.01461,0.9088,0.14510639668463204,0.16973620591134858,13.277567999999999,1330.399562,11.688,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1
925,17967.52,38.53,9512,17582.27,2,11,0,0,-1.645,-19.7821,0.03853,0.9512,0.021441467715076983,0.021911277667786923,36.649736,28922.834150000002,30.824,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1
19308,26154.05,41.85,2661,25378.41,0,20,0,0,-1.5163,4.3217,0.04185,0.2661,0.029656592382441702,0.030562986412466322,11.136285,38481.283083,41.85,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0
11412,2675.82,229.84,1664,2599.78,6,12,1,0,-1.6526,-3.3439,0.22984000000000002,0.1664,0.028417457078577766,0.0292486287301233,38.245376,4296.396428000001,183.872,229.84,0.0,0,0,1,0,0,1,0,0,0,1,0,0
36263,233.4,135.41,1525,204.09,6,17,1,0,-1.6582,1.2709,0.13541,0.1525,0.1255784061696658,0.14361311186241366,20.650025,338.422038,108.328,135.41,0.0,1,0,0,0,0,0,1,0,0,0,0,1
28577,1352.61,358.21,3750,1427.61,4,20,0,0,-1.6999,12.3597,0.35821,0.375,-0.05544835540177879,-0.052535356294786395,134.32875,2426.794239,358.21,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0
36881,683.87,91.4,6757,600.13,4,20,0,0,-1.3468,-0.6871,0.09140000000000001,0.6757,0.12245017327854711,0.1395364337726826,61.75898000000001,808.255084,91.4,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
3430,1449.01,27.67,3654,1255.95,3,20,0,0,-1.2595,-11.2552,0.02767,0.3654,0.1332357954741513,0.15371631036267364,10.110618,1581.8690250000002,27.67,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1
38406,3067.13,39.7,2567,2271.85,6,14,1,1,-1.0442,2.9636,0.039700000000000006,0.2567,0.25929125925539515,0.3500583225124899,10.190990000000001,2372.26577,31.760000000000005,39.7,39.7,0,0,0,0,1,0,0,0,1,0,1,0
46677,3368.96,38.54,1096,3118.93,4,18,0,0,-1.6145,-3.3819,0.03854,0.1096,0.07421578172492407,0.08016531310417362,4.223984,5035.512485,30.832,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1
48294,4564.66,39.53,3098,4631.63,0,11,0,0,-1.3234,-3.4936,0.03953,0.3098,-0.014671410356959829,-0.014459272437565231,12.246394,6129.499142,31.624000000000002,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1
28654,239.47,111.77,3240,246.38,0,20,0,0,-1.4026,-2.1621,0.11177,0.324,-0.028855388984006334,-0.028046107638607015,36.21348,345.572588,111.77,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1
21817,3733.19,75.67,7967,3649.56,6,9,1,0,-1.3585,-5.2358,0.07567,0.7967,0.022401752924442665,0.02291509113427375,60.286289000000004,4957.92726,60.536,75.67,0.0,1,0,0,0,0,0,1,0,0,0,1,0
7163,389.08,48.68,6728,363.03,6,19,1,0,-0.9768,-9.9873,0.04868,0.6728,0.06695281176107745,0.07175715505605601,32.751903999999996,354.60770399999996,48.68,48.68,0.0,0,1,0,0,0,0,0,1,0,0,0,1
33261,45787.02,16.14,5328,43930.14,3,14,0,0,-1.8354,-8.7359,0.01614,0.5328,0.0405547248980169,0.042268929714314535,8.599392,80629.378956,12.912,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1
44865,4485.42,2.24,7778,4182.83,1,10,0,0,-1.5251,-5.9669,0.0022400000000000002,0.7778,0.06746079519866593,0.07234097489020595,1.742272,6379.234033,1.7920000000000003,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0
46112,9981.57,24.7,8079,12031.73,3,12,0,0,-1.1678,-17.0308,0.0247,0.8079,-0.20539454214116615,-0.17039611094996313,19.95513,14050.654293999998,19.76,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1
29064,34267.24,11.37,3614,30058.16,4,16,0,0,-1.7912,-6.0175,0.01137,0.3614,0.12283101878061957,0.14003119286077384,4.109118,53840.176192,9.096,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1
42470,577.42,153.92,847,532.65,0,22,0,0,-1.3125,14.5268,0.15392,0.0847,0.07753455024072596,0.08405144090866419,13.037023999999999,699.103125,153.92,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0
42557,49273.84,11.93,3616,49271.41,5,7,1,0,-1.7182,-12.351,0.01193,0.3616,4.931622946360615e-05,4.931866167404211e-05,4.3138879999999995,84658.136662,9.544,11.93,0.0,0,0,1,0,0,1,0,0,0,1,0,0
16662,44135.96,128.82,2704,39297.96,2,21,0,0,-1.8028,-9.2139,0.12882,0.2704,0.1096158325320215,0.12311071617966939,34.832927999999995,70846.362288,128.82,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0
48653,1795.46,48.72,6754,1803.73,2,20,0,0,-0.8927,-13.3441,0.04872,0.6754,-0.004606061956267464,-0.004584943422796085,32.905488,1610.189771,48.72,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1
1210,1335.53,7.62,3893,1116.75,2,16,0,0,-0.8031,-7.9208,0.00762,0.3893,0.16381511459869863,0.19590776807700916,2.966466,896.861925,6.096,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1
29638,755.1,167.52,2994,764.45,4,8,0,0,-0.8148,-7.6679,0.16752,0.2994,-0.012382465898556513,-0.012231015762966868,50.155488,622.87386,134.01600000000002,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0
16055,4489.51,86.66,4533,4290.07,1,20,0,0,-1.7766,-6.2537,0.08666,0.4533,0.0444235562455592,0.04648875193178678,39.282978,7621.738361999999,86.66,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1
38715,15992.81,26.89,1500,14800.82,3,18,0,0,-1.7354,-11.5246,0.02689,0.15,0.0745328682076508,0.08053540276822499,4.0335,25685.343028,21.512,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
23901,8659.32,225.08,2442,8406.58,0,14,0,0,-1.1436,1.9452,0.22508,0.2442,0.029187049329508528,0.03006454467809737,54.964535999999995,9613.764888,180.06400000000002,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1
23061,678.71,4.63,1725,641.99,5,21,1,0,-1.4341,3.9961,0.00463,0.1725,0.05410263588277766,0.05719715260362315,0.798675,920.677859,4.63,4.63,0.0,1,0,0,0,0,0,1,0,0,0,1,0
49911,46253.87,22.54,9757,44390.45,5,18,1,0,-1.8233,-25.2629,0.022539999999999998,0.9757,0.040286791137693026,0.04197794795952746,21.992278,80937.10748499999,18.032,22.54,0.0,0,0,1,0,0,0,0,0,1,1,0,0
6443,875.7,139.45,7341,942.83,1,10,0,0,-1.318,-7.9988,0.13945,0.7341,-0.07665867306155075,-0.07120053456084341,102.370245,1242.64994,111.56,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1
9682,12795.05,123.57,9935,15096.9,0,3,0,0,-1.6926,-15.6865,0.12357,0.9935,-0.17990160257287002,-0.15247169948797437,122.766795,25553.01294,98.856,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1
12739,1138.36,34.15,325,830.5,4,19,0,0,-0.8761,-0.2825,0.03415,0.0325,0.27044168804244695,0.37069235400361217,1.109875,727.60105,34.15,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1
37210,3867.65,6.4,4417,3777.87,2,10,0,0,-1.4333,4.9925,0.0064,0.4417,0.023213062195390016,0.023764713979041154,2.8268800000000005,5414.821071,5.120000000000001,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
44850,9480.59,195.25,2666,8264.45,6,10,1,0,-1.3627,-1.3166,0.19525,0.2666,0.12827682665319345,0.14715316808741044,52.05365,11261.966015000002,156.20000000000002,195.25,0.0,0,0,0,0,1,0,0,0,1,0,0,1
3569,1314.24,37.64,9401,1269.4,2,13,0,0,-1.4425,-11.5473,0.03764,0.9401,0.03411857803749689,0.03532377501181654,35.385364,1831.1095,30.112000000000002,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
9549,204.53,21.78,4361,212.76,5,19,1,0,-1.3414,-9.4768,0.02178,0.4361,-0.040238595805016326,-0.03868208309832671,9.498258,285.396264,21.78,21.78,0.0,1,0,0,0,0,0,0,0,1,0,0,1
9653,3834.32,72.58,7152,4749.65,0,22,0,0,-1.6185,-4.8097,0.07257999999999999,0.7152,-0.23872029460243263,-0.19271525270283063,51.909216,7687.3085249999995,72.58,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0
26721,49289.95,241.05,841,47700.94,4,9,0,0,-1.8587,-0.979,0.24105000000000001,0.0841,0.032238012008533073,0.03331192215499306,20.272305000000003,88661.73717800001,192.84000000000003,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0
32769,1629.33,4.45,4778,1650.49,4,21,0,0,-0.8273,-0.5332,0.00445,0.4778,-0.012986933279323454,-0.012820435143502888,2.1262100000000004,1365.4503770000001,4.45,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0
43526,974.39,145.16,2071,885.34,3,17,0,0,-0.8983,-9.5488,0.14515999999999998,0.2071,0.09139051098636065,0.10058282693654409,30.062635999999998,795.300922,116.128,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
40155,1812.35,84.97,1284,1637.24,6,20,1,0,-0.8861,-9.4786,0.08497,0.1284,0.09662040996496257,0.10695438665070478,10.910148,1450.758364,84.97,84.97,0.0,0,0,0,1,0,0,0,0,1,1,0,0
9283,878.71,55.42,1378,789.63,6,20,1,0,-0.8909,10.3997,0.055420000000000004,0.1378,0.10137588055217311,0.1128123298253613,7.636876000000001,703.481367,55.42,55.42,0.0,0,1,0,0,0,0,0,1,0,0,1,0
1659,8111.54,136.29,6339,7529.49,6,12,1,0,-1.1684,-9.6672,0.13629,0.6339,0.07175579483057473,0.07730271240150398,86.39423099999999,8797.456116000001,109.032,136.29,0.0,0,0,0,0,1,0,0,0,1,0,0,1
18680,980.4,337.62,2658,933.86,3,18,0,0,-0.8509,2.9787,0.33762000000000003,0.2658,0.04747042023663807,0.04983616387895398,89.739396,794.621474,270.096,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1
21009,23485.95,26.03,3561,26824.58,3,22,0,0,-1.6879,-7.7978,0.02603,0.3561,-0.14215435185717423,-0.124461594552459,9.269283,45277.208582,26.03,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1
44110,39209.16,15.51,6007,37851.59,1,18,0,0,-1.8176,-2.6052,0.01551,0.6007,0.03462379709231228,0.03586560036183439,9.316856999999999,68799.049984,12.408000000000001,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0
3923,27284.91,244.05,5452,28799.42,0,13,0,0,-1.5611,4.0441,0.24405000000000002,0.5452,-0.055507238250006995,-0.05258821184593296,133.05606,44958.774562,195.24,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0
13257,1720.24,110.55,4012,1770.83,3,12,0,0,-1.656,4.348,0.11055,0.4012,-0.029408687159931123,-0.02856852436428111,44.35266,2932.49448,88.44,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
19409,1439.16,57.62,1978,1576.2,0,8,0,0,-1.6312,-2.9417,0.05762,0.1978,-0.09522221295755855,-0.08694328130947847,11.397236,2571.09744,46.096000000000004,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1
13895,381.19,85.16,4416,308.68,1,23,0,0,-1.3358,2.5383,0.08516,0.4416,0.19022010021249244,0.23490345989374106,37.606656,412.33474400000006,85.16,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0
21236,1208.07,136.89,5496,1249.51,2,18,0,0,-0.9884,-6.5299,0.13688999999999998,0.5496,-0.034302648025362814,-0.03316500068026671,75.23474399999999,1235.015684,109.512,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1
32525,1303.81,148.29,7874,1333.75,1,10,0,0,-1.2076,-13.671,0.14829,0.7874,-0.022963468603554242,-0.022447985004686078,116.76354599999999,1610.6365,118.632,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1
41082,911.04,252.44,2224,901.95,3,6,0,0,-1.4226,3.6897,0.25244,0.2224,0.009977608008429837,0.010078163978047472,56.142655999999995,1283.11407,201.952,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1
41427,3338.38,55.66,7089,3697.69,4,19,0,0,-1.3155,-22.2524,0.055659999999999994,0.7089,-0.10763004810716573,-0.09717147732773702,39.457374,4864.311194999999,55.66,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0
11437,34698.04,34.73,953,34278.7,4,20,0,0,-1.708,-7.3925,0.03473,0.0953,0.012085408858829022,0.012233252719619,3.3097689999999993,58548.01959999999,34.73,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0
42041,1529.09,102.07,6934,1663.49,3,13,0,0,-0.8427,-2.6811,0.10207,0.6934,-0.08789541491998515,-0.08079399335132768,70.775338,1401.823023,81.656,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0
10013,26171.69,53.74,5917,26616.79,3,22,0,0,-1.7829,-16.3664,0.05374,0.5917,-0.01700692618627235,-0.016722527397180584,31.797958,47455.074891,53.74,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
17712,1793.41,90.29,8261,1837.77,2,11,0,0,-0.8423,-13.5849,0.09029000000000001,0.8261,-0.02473500203522892,-0.02413794979785278,74.588569,1547.953671,72.23200000000001,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1
10941,1879.05,54.47,9286,1938.46,1,19,0,0,-0.8676,-21.5957,0.05447,0.9286,-0.031617040525797654,-0.03064804019685734,50.580842,1681.807896,54.47,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0
49005,40753.81,16.6,5742,39941.29,4,10,0,0,-1.549,-10.8908,0.0166,0.5742,0.019937277030049383,0.020342858230167248,9.531720000000002,61869.058209999996,13.280000000000001,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1
42071,32508.49,63.38,4253,37592.73,4,11,0,0,-1.9826,-4.6377,0.06338,0.4253,-0.15639729805967614,-0.1352452987585632,26.955514,74531.346498,50.70400000000001,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1
919,677.07,117.41,548,749.89,1,17,0,0,-0.9782,3.3964,0.11741,0.0548,-0.10755165640184904,-0.09710757577778066,6.434068,733.5423979999999,93.928,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1
18244,14752.7,160.59,1839,14664.87,4,3,0,0,-1.1547,-0.7567,0.16059,0.1839,0.005953486480440863,0.005989142760897296,29.532501,16933.525389000002,128.472,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1
25936,4474.97,67.99,1951,4551.49,5,9,1,0,-1.3278,9.4547,0.06799,0.1951,-0.017099555974676817,-0.016812076924259865,13.264849,6043.468422,54.391999999999996,67.99,0.0,0,0,0,0,1,0,0,1,0,0,1,0
45806,485.05,18.06,9250,508.38,3,9,0,0,-0.8645,-9.5212,0.01806,0.925,-0.0480981342129677,-0.04589086903497381,16.7055,439.49451000000005,14.448,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0
43314,23223.4,53.56,2507,25104.65,0,11,0,0,-1.8861,-11.6281,0.05356,0.2507,-0.0810066570786362,-0.07493631657880113,13.427492,47349.880365000005,42.848000000000006,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0
16180,472.83,154.32,9074,549.09,1,19,0,0,-1.423,-20.9409,0.15431999999999998,0.9074,-0.16128418247573134,-0.13888433590121846,140.029968,781.3550700000001,154.32,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
46265,48967.73,53.25,6350,53408.02,0,21,0,0,-1.7609,-19.4824,0.05325,0.635,-0.09067788112701963,-0.08313901170648143,33.81375,94046.182418,53.25,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0
35222,1218.02,119.25,7603,1196.78,1,1,0,0,-0.9754,-15.0475,0.11925,0.7603,0.01743813730480617,0.017747622787813975,90.665775,1167.339212,95.4,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
31781,8575.81,70.77,2625,7874.69,1,10,0,0,-1.0353,-11.2362,0.07077,0.2625,0.08175554262512812,0.08903461596583484,18.577125,8152.6665570000005,56.616,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0
3778,3347.82,27.6,5893,3679.98,3,2,0,0,-1.3247,-12.4014,0.027600000000000003,0.5893,-0.099216803770812,-0.09026136011608754,16.264680000000002,4874.869506,22.080000000000002,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1
10173,25857.14,159.04,7400,26604.49,2,20,0,0,-1.6095,-4.8671,0.15904,0.74,-0.028903041867739517,-0.028091122964582375,117.6896,42819.926655,159.04,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0
44443,353.9,8.8,2153,319.13,4,9,0,0,-1.3818,-2.6683,0.0088,0.2153,0.09824809268154841,0.10895246451289438,1.89464,440.97383399999995,7.040000000000001,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1
37931,3139.09,74.42,4761,3406.97,2,19,0,0,-1.7872,-7.0168,0.07442,0.4761,-0.0853368332860796,-0.07862704984194158,35.431362,6088.9367839999995,74.42,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1
19858,10884.52,23.43,7185,12535.07,0,2,0,0,-1.2477,-13.6798,0.02343,0.7185,-0.1516419649189858,-0.1316745738157026,16.834455,15640.006839,18.744,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1
29981,6542.86,6.94,3566,6547.5,1,12,0,0,-1.1245,-6.015,0.00694,0.3566,-0.000709169995995685,-0.0007086674303169649,2.4748040000000002,7362.663750000001,5.5520000000000005,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1
32712,1538.86,69.9,259,1779.94,3,11,0,0,-0.9567,12.7906,0.0699,0.0259,-0.15666142469100514,-0.13544276773374392,1.8104100000000003,1702.868598,55.92000000000001,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0
35727,1289.61,69.23,9700,1388.41,2,11,0,0,-1.4308,-8.2268,0.06923,0.97,-0.07661230914772697,-0.07116053615286563,67.1531,1986.5370280000002,55.38400000000001,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
17109,12621.28,122.72,8504,11158.99,0,16,0,0,-1.5353,-14.3185,0.12272,0.8504,0.11585908877704962,0.13104142937667307,104.361088,17132.397347000002,98.176,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1
14019,2840.55,136.55,1844,2960.58,1,12,0,0,-1.1235,-2.1708,0.13655,0.1844,-0.04225590114590475,-0.040542731491802195,25.17982,3326.21163,109.24000000000001,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1
39126,806.79,130.12,7269,663.89,1,12,0,0,-0.8905,-12.3702,0.13012,0.7269,0.17712167974317974,0.21524650167949508,94.584228,591.194045,104.096,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1
29388,12781.67,52.69,1533,13234.19,4,9,0,0,-1.345,-0.9561,0.05269,0.1533,-0.03540382438288584,-0.034193252477106674,8.077376999999998,17799.98555,42.152,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1
46723,1673.03,99.88,5596,1501.61,4,12,0,0,-0.8727,-8.887,0.09988,0.5596,0.10246080464785454,0.11415747098114695,55.892848,1310.455047,79.904,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1
29221,2037.56,86.03,4769,2076.74,4,19,0,0,-1.3714,3.4793,0.08603,0.4769,-0.019228881603486445,-0.018866107456879454,41.027707,2848.0412359999996,86.03,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0
5907,3027.77,54.74,9615,3232.92,5,11,1,0,-1.4173,-16.2897,0.054740000000000004,0.9615,-0.06775613735521525,-0.06345656558157953,52.632509999999996,4582.017516,43.792,54.74,0.0,1,0,0,0,0,0,1,0,0,0,0,1
44839,3659.92,90.93,2020,3444.62,5,20,1,0,-1.3467,-9.5114,0.09093000000000001,0.202,0.05882642243546312,0.06250326596257358,18.36786,4638.869754,90.93,90.93,0.0,1,0,0,0,0,0,0,0,1,1,0,0
18603,13577.93,294.22,6358,15873.25,0,8,0,1,-1.8604,-13.7508,0.29422000000000004,0.6358,-0.16904785928341062,-0.14460302710535017,187.06507600000003,29530.5943,235.37600000000003,0.0,294.22,0,0,1,0,0,0,1,0,0,1,0,0
4884,10070.77,21.43,5502,9142.77,3,20,0,0,-1.7461,-18.2946,0.02143,0.5502,0.0921478695273549,0.10150096743109582,11.790786,15964.190697,21.43,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0
20352,48660.61,236.2,5243,38253.6,0,17,0,1,-1.7257,-11.7541,0.2362,0.5243,0.2138692877051891,0.27205308781395743,123.83965999999998,66014.23752,188.96,0.0,236.2,0,0,1,0,0,0,1,0,0,1,0,0
30680,9454.58,5.49,1691,9427.27,2,13,0,0,-1.4551,-2.8019,0.00549,0.1691,0.002888547138000788,0.002896915013572274,0.928359,13717.620577000002,4.392,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1
14667,4910.8,36.87,9920,5581.22,4,3,0,0,-1.6941,-23.3502,0.03687,0.992,-0.1365195080231327,-0.12012069045835858,36.575039999999994,9455.144802,29.496,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
25425,1821.23,33.99,8519,1817.4,3,8,0,0,-1.616,-15.7343,0.03399,0.8519,0.0021029743634795863,0.0021074061846593634,28.956081,2936.9184000000005,27.192000000000004,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1
19174,1420.91,98.45,1588,1336.65,0,12,0,0,-0.8952,-0.0778,0.09845000000000001,0.1588,0.059300026039650636,0.06303819249616578,15.63386,1196.56908,78.76,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1
5912,12684.97,14.07,3753,10593.63,4,21,0,0,-1.8832,-9.6561,0.014070000000000001,0.3753,0.16486755585547308,0.1974148615724733,5.2804709999999995,19949.924015999997,14.07,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1
45500,1453.76,214.0,97,1370.68,4,22,0,0,-1.4867,7.4761,0.214,0.0097,0.05714836011446176,0.060612250853590864,2.0758,2037.789956,214.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1
7047,1072.61,176.35,4754,950.11,0,22,0,0,-0.8917,4.623,0.17635,0.4754,0.11420740063956135,0.12893243940175336,83.83679000000001,847.2130870000001,176.35,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0
17665,17341.67,105.57,6173,17764.21,3,10,0,0,-1.8753,-12.1773,0.10557,0.6173,-0.024365588781242,-0.023786028199396476,65.168361,33313.223012999995,84.456,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1
2108,10045.84,61.33,9289,10375.75,6,10,1,1,-1.5268,-20.2636,0.061329999999999996,0.9289,-0.03284045933441104,-0.031796255692359575,56.969437,15841.695099999999,49.064,61.33,61.33,0,0,1,0,0,0,0,0,1,0,0,1
39874,1461.83,270.24,8052,1323.11,0,19,0,0,-1.5197,-9.9219,0.27024000000000004,0.8052,0.09489475520409352,0.10484389053064373,217.597248,2010.730267,270.24,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1
36656,3715.92,177.64,5018,3594.69,0,22,0,0,-1.6814,-11.7653,0.17764,0.5018,0.032624491377639994,0.03372474399739617,89.13975199999999,6044.111766,177.64,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0
4938,1423.63,69.18,5704,1629.51,4,8,0,0,-0.897,-2.4187,0.06918,0.5704,-0.14461622753102973,-0.12634472939718067,39.460272,1461.67047,55.34400000000001,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0
35668,1035.02,121.02,7911,990.94,2,12,0,0,-0.9202,-19.8016,0.12102,0.7911,0.042588549013545564,0.04448301612610241,95.738922,911.8629880000001,96.816,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
